saddr,daddr,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.1.107,172.16.1.231,1762212,3,1,2504,0,1448,0,834.6666667,748.9441457,0,0,0.0,0.0,1420.941408,2.269874453,587404.0,914433.4183,1641256.0,3597.0,1762212.0,881106.0,1240985.129,1758615.0,3597.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,32,1.70240584,0.567468613,0,1448,500.8,699.6136076,489459.2,1,0,0,1,4,0,0,0,0,626.0,834.6666667,0.0,0,0,0,0,0,0,0,626,0,0,509,501,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.1.134,172.16.1.119,632,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3164.556962,632.0,0.0,632.0,632.0,632.0,632.0,0.0,632.0,632.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,3164.556962,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,502,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.1.79,172.16.2.177,22609,3,4,295,129,295,0,98.33333333,170.3183294,112,0,32.25,53.7672453,18753.5937,309.6112168,3768.166667,8384.394061,20866.0,2.0,1265.0,632.5,617.30422,1069.0,196.0,22415.0,7471.666667,11611.73003,20866.0,249.0,0,0,0,0,72,92,132.6905215,176.9206953,0,295,53.0,105.1434394,11055.14286,1,2,0,3,6,0,0,0,1,60.57142857,98.33333333,32.25,0,0,0,0,0,0,0,42,0,18,8192,501,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.2.52,172.16.2.113,12970961,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.23128587,6485480.5,8924372.765,12800000.0,174996.0,13000000.0,13000000.0,0.0,13000000.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,0.15419058,0.07709529,0,0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,509,0,32,174996.0,0.0,174996.0,174996.0,12800000.0,0.0,12800000.0,12800000.0,Application
172.16.0.70,172.16.2.161,39691,16,0,22400,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,564359.6785,403.1140561,2646.066667,912.0028561,4712.0,1167.0,39691.0,2646.066667,912.0028561,4712.0,1167.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,128,0,403.1140561,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1487.5,1400.0,0.0,0,0,0,22400,16,564359,1,1400,0,0,0,0,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.3.233,172.16.3.13,2593,3,4,136,577,136,0,45.33333333,78.51963661,560,0,144.25,277.2824973,274971.076,2699.575781,432.1666667,423.8161944,1227.0,3.0,733.0,366.5,194.4543648,504.0,229.0,2590.0,863.3333333,432.5532722,1227.0,385.0,0,0,0,0,104,136,1156.961049,1542.614732,0,560,89.125,195.9733491,38405.55357,1,2,0,3,6,0,0,0,1,101.8571429,45.33333333,144.25,0,0,0,0,0,0,0,19,0,82,64240,508,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.2.125,172.16.2.20,44666,3,4,305,129,305,0,101.6666667,176.0918321,112,0,32.25,53.7672453,9716.562934,156.718757,7444.333333,15439.58094,38675.0,4.0,5535.0,2767.5,3638.064389,5340.0,195.0,44475.0,14825.0,20825.54007,38675.0,238.0,0,0,0,0,104,136,67.16518157,89.55357543,0,305,54.25,108.4392523,11759.07143,1,2,0,3,6,0,0,0,1,62.0,101.6666667,32.25,0,0,0,0,0,0,0,43,0,18,64240,507,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.2.161,172.16.0.67,3143505,3,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.590581214,785876.25,723787.4729,1754020.0,2.0,3143505.0,1571752.5,2222790.874,3143503.0,2.0,1754020.0,1754020.0,0.0,1754020.0,1754020.0,0,0,0,0,104,80,0.954348729,0.636232486,0,0,0.0,0.0,0.0,1,3,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,65160,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.3.43,172.16.1.238,402,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4975.124378,402.0,0.0,402.0,402.0,402.0,402.0,0.0,402.0,402.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,4975.124378,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,502,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.2.27,172.16.2.84,70883324,18,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.25393843,4169607.294,6105547.254,26553687.0,431829.0,70883324.0,4169607.294,6105547.254,26553687.0,431829.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,360,0,0.25393843,0.0,0,0,0.0,0.0,0.0,0,0,0,0,18,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,4335315.2,3160452.476,9800344.0,1663369.0,9841349.6,9345066.405,26553687.0,5407297.0,Network
172.16.0.102,172.16.1.77,62547262,4,0,1839,0,496,424,459.75,36.5,0,0,0.0,0.0,29.40176662,0.06395164,20800000.0,36100000.0,62500000.0,392.0,62500000.0,20800000.0,36100000.0,62500000.0,392.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,0,0.06395164,0.0,424,496,452.6,35.42315627,1254.8,0,0,0,0,0,0,0,0,0,565.75,459.75,0.0,0,0,0,0,0,0,1,459,0,0,0,0,3,8,870.0,0.0,870.0,870.0,62500000.0,0.0,62500000.0,62500000.0,DrDoS
172.16.1.198,172.16.3.80,72646231,16,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.220245425,4843082.067,3642179.113,11071881.0,458038.0,72646231.0,4843082.067,3642179.113,11071881.0,458038.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,320,0,0.220245425,0.0,0,0,0.0,0.0,0.0,0,0,0,0,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,3144534.6,1426154.085,4688920.0,855559.0,8131936.857,2220466.281,11071881.0,5855765.0,Network
172.16.3.197,172.16.3.100,20410,9,9,9000,0,1000,1000,1000.0,0.0,0,0,0.0,0.0,440960.3136,881.9206271,1200.588235,687.9215125,2438.0,222.0,20410.0,2551.25,789.8576273,4360.0,2140.0,18248.0,2281.0,1031.017805,4249.0,934.0,0,0,0,0,180,180,440.9603136,440.9603136,0,1000,526.3157895,512.989176,263157.8947,0,9,9,0,9,0,0,0,1,555.5555556,1000.0,0.0,0,0,0,9000,9,440960,0,500,0,0,8192,0,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.2.78,172.16.1.65,14324,11,0,15400,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,1075118.682,767.9419157,1432.4,501.3941009,2415.0,1166.0,14324.0,1432.4,501.3941009,2415.0,1166.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,0,767.9419157,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1527.272727,1400.0,0.0,0,0,0,15400,11,1075118,1,1400,0,0,0,0,10,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.2.25,172.16.3.64,330907,7,7,1004,0,1000,0,143.4285714,377.7154384,0,0,0.0,0.0,3034.085105,42.30795964,25454.38462,40802.14035,112550.0,1.0,330907.0,55151.16667,83623.46921,170689.0,1.0,154703.0,25783.83333,62079.7914,152494.0,1.0,0,0,0,0,224,140,21.15397982,21.15397982,0,1000,66.93333333,258.1271743,66629.6381,1,0,7,2,7,0,0,0,1,71.71428571,143.4285714,0.0,0,0,0,0,0,0,0,71,0,0,502,0,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.0.223,172.16.0.247,74244998,12,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.16162705,6749545.273,5834369.669,19493444.0,401067.0,74244998.0,6749545.273,5834369.669,19493444.0,401067.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,0,0.16162705,0.0,0,0,0.0,0.0,0.0,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,2724708.0,2698839.908,4633076.0,816340.0,9827940.286,5070625.453,19493444.0,5081183.0,Network
172.16.0.113,172.16.3.72,628641,3,3,0,12,0,0,0.0,0.0,6,0,4.0,3.464101615,19.08879631,9.544398154,125728.2,245335.3806,561539.0,2.0,628639.0,314319.5,349628.2409,561544.0,67095.0,628636.0,314318.0,349962.7024,561779.0,66857.0,0,0,0,0,60,60,4.772199077,4.772199077,0,6,1.714285714,2.927700219,8.571428571,1,2,3,0,3,0,0,0,1,2.0,0.0,4.0,0,0,0,0,0,0,0,0,0,2,0,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.3.253,172.16.2.223,66382167,19,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.286221449,3687898.167,4348429.426,19041263.0,370656.0,66382167.0,3687898.167,4348429.426,19041263.0,370656.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,380,0,0.286221449,0.0,0,0,0.0,0.0,0.0,0,0,0,0,19,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,4008046.4,1851716.829,5979467.0,1668202.0,7723655.833,5581341.506,19041263.0,5029549.0,Network
172.16.1.69,172.16.1.143,67476,25,0,35000,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,518702.9462,370.5021045,2811.5,3673.916747,18704.0,1129.0,67476.0,2811.5,3673.916747,18704.0,1129.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,370.5021045,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1456.0,1400.0,0.0,0,0,0,35000,25,518702,1,1400,0,0,0,0,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.0.15,172.16.1.187,2587517,6,5,0,2896,0,0,0.0,0.0,1448,0,579.2,793.1022633,1119.2197,4.251179799,258751.7,483071.5337,1594368.0,224.0,2363062.0,472612.4,680116.0474,1594368.0,224.0,856884.0,214221.0,331866.4555,700428.0,1315.0,0,0,0,0,220,168,2.318825345,1.932354454,0,1448,241.3333333,563.6332356,317682.4242,1,3,0,0,9,0,0,0,0,263.2727273,0.0,579.2,0,0,0,0,0,0,0,0,0,263,64240,502,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.1.171,172.16.3.84,179827,1,2,0,1000,0,0,0.0,0.0,1000,0,500.0,707.1067812,5560.900199,16.6827006,89913.5,122704.9468,176679.0,3148.0,0.0,0.0,0.0,0.0,0.0,176679.0,176679.0,0.0,176679.0,176679.0,0,0,0,0,20,40,5.560900199,11.1218004,0,1000,250.0,500.0,250000.0,1,1,1,0,1,0,0,0,2,333.3333333,0.0,500.0,0,0,0,0,0,0,0,0,0,333,0,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.3.1,172.16.3.144,5060,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,395.256917,5060.0,0.0,5060.0,5060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,197.6284585,197.6284585,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.3.30,172.16.2.100,95244908,5,1,1170,0,234,234,234.0,0.0,0,0,0.0,0.0,12.28412127,0.062995494,19000000.0,20200000.0,51200000.0,17962.0,95200000.0,23800000.0,19800000.0,51200000.0,6384540.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,160,20,0.052496245,0.010499249,0,234,200.5714286,88.44368668,7822.285714,0,0,1,5,5,0,0,0,0,234.0,234.0,0.0,0,0,0,0,0,0,0,195,0,0,502,0,4,32,0.0,0.0,0.0,0.0,23800000.0,19800000.0,51200000.0,6384540.0,SlowDDoS
172.16.1.161,172.16.1.0,86819237,3,1,702,0,234,234,234.0,0.0,0,0,0.0,0.0,8.085765601,0.046072738,28900000.0,28600000.0,57300000.0,46808.0,86800000.0,43400000.0,19600000.0,57300000.0,29500000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,0.034554554,0.011518185,0,234,187.2,104.6479813,10951.2,0,0,1,3,3,0,0,0,0,234.0,234.0,0.0,0,0,0,0,0,0,0,175,0,0,502,0,2,32,0.0,0.0,0.0,0.0,43400000.0,19600000.0,57300000.0,29500000.0,SlowDDoS
172.16.0.82,172.16.2.191,1801,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1110.49417,1801.0,0.0,1801.0,1801.0,1801.0,1801.0,0.0,1801.0,1801.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,1110.49417,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,502,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.1.120,172.16.0.195,8196,4,0,5600,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,683260.1269,488.0429478,2732.0,1357.082532,3523.0,1165.0,8196.0,2732.0,1357.082532,3523.0,1165.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,0,488.0429478,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1750.0,1400.0,0.0,0,0,0,5600,4,683260,1,1400,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.3.230,172.16.0.178,383626,3,1,1000,0,1000,0,333.3333333,577.3502692,0,0,0.0,0.0,2606.705489,10.42682196,127875.3333,147556.4775,289449.0,255.0,383626.0,191813.0,138438.7798,289704.0,93922.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,7.820116468,2.606705489,0,1000,200.0,447.2135955,200000.0,2,1,1,0,1,0,0,0,0,250.0,333.3333333,0.0,0,0,0,0,0,0,0,250,0,0,8192,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.0.168,172.16.1.5,1862329,1,8,0,60,0,0,0.0,0.0,60,0,7.5,21.21320344,32.21772308,4.832658462,232791.125,371946.3176,1027015.0,3.0,0.0,0.0,0.0,0.0,0.0,1432661.0,204665.8571,392451.8492,1027015.0,3.0,0,0,0,0,40,256,0.536962051,4.29569641,0,60,6.0,18.97366596,360.0,1,1,0,1,9,0,0,0,8,6.666666667,0.0,7.5,0,0,0,0,0,0,0,0,0,6,65160,501,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.0.168,172.16.2.17,71744847,13,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.181197682,5978737.25,3989945.819,12313047.0,415739.0,71744847.0,5978737.25,3989945.819,12313047.0,415739.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,260,0,0.181197682,0.0,0,0,0.0,0.0,0.0,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,2763140.0,1570693.465,3873788.0,1652492.0,8277320.875,2580955.424,12313047.0,5468061.0,Network
172.16.0.245,172.16.0.160,372152,5,3,362,1448,362,0,72.4,161.8913216,1448,0,482.6666667,836.0031898,4863.604119,21.49659279,53164.57143,58380.21668,151240.0,498.0,372152.0,93038.0,106229.9962,189855.0,498.0,137888.0,68944.0,93818.92773,135284.0,2604.0,0,0,0,0,168,104,13.43537049,8.061222296,0,1448,201.1111111,482.6666667,232967.1111,1,2,0,1,7,0,0,0,0,226.25,72.4,482.6666667,0,0,0,0,0,0,0,45,0,181,64240,507,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application
172.16.3.199,172.16.3.26,76440332,16,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.209313586,5096022.133,4982109.519,15505929.0,417585.0,76440332.0,5096022.133,4982109.519,15505929.0,417585.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,320,0,0.209313586,0.0,0,0,0.0,0.0,0.0,0,0,0,0,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,2138865.4,2327076.049,5988392.0,417585.0,9219534.714,4369965.361,15505929.0,5488566.0,Network
172.16.0.175,172.16.2.0,63420857,17,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.268050619,3963803.563,2572445.814,10209822.0,412728.0,63420857.0,3963803.563,2572445.814,10209822.0,412728.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,340,0,0.268050619,0.0,0,0,0.0,0.0,0.0,0,0,0,0,17,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,6314448.5,2679197.303,8804267.0,3826716.0,6360510.5,1952977.66,10209822.0,5006888.0,Network
172.16.3.220,172.16.1.55,63716444,16,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.266807106,3982277.75,4432441.351,15231221.0,407024.0,63716444.0,4247762.933,4564788.635,15231221.0,407024.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,320,20,0.25111257,0.015694536,0,0,0.0,0.0,0.0,0,0,1,0,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,3824704.0,2570844.162,6351917.0,416388.0,10117514.75,4707628.003,15231221.0,5890892.0,Network
172.16.0.176,172.16.2.216,767,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2607.56193,767.0,0.0,767.0,767.0,767.0,767.0,0.0,767.0,767.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2607.56193,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,502,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.1.91,172.16.2.111,65047179,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.107614198,10800000.0,12400000.0,33500000.0,1009763.0,65000000.0,10800000.0,12400000.0,33500000.0,1009763.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.107614198,0.0,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,7181416.0,0.0,7181416.0,7181416.0,19300000.0,13000000.0,33500000.0,8196867.0,SlowDDoS
172.16.0.10,172.16.3.217,45903,21,0,29400,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,640481.0143,457.4864388,2295.15,720.2223542,3618.0,1140.0,45903.0,2295.15,720.2223542,3618.0,1140.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,457.4864388,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1466.666667,1400.0,0.0,0,0,0,29400,21,640481,1,1400,0,0,0,0,20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.1.68,172.16.0.77,44823,3,4,305,129,305,0,101.6666667,176.0918321,112,0,32.25,53.7672453,9682.529059,156.1698235,7470.5,16013.39481,40016.0,179.0,4353.0,2176.5,2493.965617,3940.0,413.0,44644.0,14881.33333,21865.46367,40016.0,244.0,0,0,0,0,104,136,66.92992437,89.23989916,0,305,54.25,108.4392523,11759.07143,1,2,0,3,6,0,0,0,1,62.0,101.6666667,32.25,0,0,0,0,0,0,0,43,0,18,64240,507,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
172.16.3.75,172.16.2.108,642906,3,1,47,0,47,0,15.66666667,27.13546265,0,0,0.0,0.0,73.10555509,6.221749369,214302.0,158592.2032,386948.0,75097.0,642906.0,321453.0,198827.1132,462045.0,180861.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,4.666312027,1.555437342,0,47,9.4,21.01903899,441.8,2,1,1,0,1,0,0,0,0,11.75,15.66666667,0.0,0,0,0,0,0,0,0,11,0,0,8192,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.0.51,172.16.2.148,31781,20,0,28000,0,1400,1400,1400.0,0.0,0,0,0.0,0.0,881029.546,629.3068185,1672.684211,979.1055472,4680.0,1156.0,31781.0,1672.684211,979.1055472,4680.0,1156.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,629.3068185,0.0,1400,1400,1400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1470.0,1400.0,0.0,0,0,0,28000,20,881029,1,1400,0,0,0,0,19,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DrDoS
172.16.1.108,172.16.1.79,64789680,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.108041898,10800000.0,12300000.0,33300000.0,1001389.0,64800000.0,10800000.0,12300000.0,33300000.0,1001389.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.108041898,0.0,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,7178576.0,0.0,7178576.0,7178576.0,19200000.0,12800000.0,33300000.0,8192553.0,SlowDDoS
172.16.0.30,172.16.1.186,70092473,14,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.19973614,5391728.692,6265184.587,24104204.0,1269956.0,70092473.0,5391728.692,6265184.587,24104204.0,1269956.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.19973614,0.0,0,0,0.0,0.0,0.0,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,3683926.5,2501140.84,7099010.0,1269956.0,10735346.6,7694818.226,24104204.0,5083684.0,Network
172.16.1.225,172.16.1.250,64173260,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.109079701,10700000.0,12100000.0,32800000.0,1059073.0,64200000.0,10700000.0,12100000.0,32800000.0,1059073.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.109079701,0.0,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,7077822.0,0.0,7077822.0,7077822.0,19000000.0,12500000.0,32800000.0,8195081.0,SlowDDoS
172.16.3.31,172.16.3.86,55861086,14,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.250621694,4297006.615,6684156.339,25329257.0,439415.0,55861086.0,4297006.615,6684156.339,25329257.0,439415.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.250621694,0.0,0,0,0.0,0.0,0.0,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,512,0,0,20,11047455.0,10155172.02,18228246.0,3866664.0,16883088.0,11944686.75,25329257.0,8436919.0,Network
172.16.3.65,172.16.3.232,3856,1,1,0,48,0,0,0.0,0.0,48,48,48.0,0.0,12448.13278,518.6721992,3856.0,0.0,3856.0,3856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,259.3360996,259.3360996,0,48,16.0,27.71281292,768.0,0,1,1,0,1,0,0,0,1,24.0,0.0,48.0,0,0,0,0,0,0,0,0,0,24,0,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.31,172.16.1.41,65811,2,2,0,155,0,0,0.0,0.0,155,0,77.5,109.6015511,2355.229369,60.78011275,21937.0,35624.27053,63051.0,232.0,63283.0,63283.0,0.0,63283.0,63283.0,65579.0,65579.0,0.0,65579.0,65579.0,0,0,0,0,40,40,30.39005637,30.39005637,0,155,31.0,69.3181073,4805.0,1,1,2,0,2,0,0,0,1,38.75,0.0,77.5,0,0,0,0,0,0,0,0,0,38,0,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.188,172.16.3.251,437605,2,0,122,0,122,0,61.0,86.2670273,0,0,0.0,0.0,278.7902332,4.570331692,437605.0,0.0,437605.0,437605.0,437605.0,437605.0,0.0,437605.0,437605.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4.570331692,0.0,0,122,81.33333333,70.43673284,4961.333333,1,1,0,0,0,0,0,0,0,122.0,61.0,0.0,0,0,0,0,0,0,1,61,0,0,8192,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.16.1.187,172.16.1.128,327145,8,9,64,0,62,0,8.0,21.83051599,0,0,0.0,0.0,195.6319063,51.96472512,20446.5625,75831.4423,304048.0,1.0,327145.0,46735.0,123540.7425,326899.0,1.0,496.0,62.0,111.1639716,249.0,1.0,0,0,0,0,256,180,24.45398829,27.51073683,0,62,3.555555556,14.59339989,212.9673203,1,0,9,2,8,0,0,0,1,3.764705882,8.0,0.0,0,0,0,0,0,0,0,3,0,0,502,0,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
